Index,Word,Meaning,Synonyms,Conjugation,Searched,Unnamed: 6,,,,,,
11248,nyofu,"-lionyooka | -enye kuongoka, -enye tabia nzuri: Mtoto huyu ana tabia nyofu.",,,,Edit Word Delete Word Create a Question,,,,,,
11249,nyoka,"mnyama mrefu mwembamba mwenye magamba atambaaye, asiye na miguu, anayetaga mayai na aghalabu huwa na sumu, hula ndege, wadudu na vinyama vidogovidogo",mtambaachi,,,Edit Word Delete Word Create a Question,,,,,,
11250,nyoka,minyoo ya tumboni,,,,Edit Word Delete Word Create a Question,,,,,,
11251,nyoka,"kuwa nyoofu, kuwa bila mikunjo na mapindo | kuwa na tabia njema",,"nyokea, nyokeka, nyokesha",,Edit Word Delete Word Create a Question,,,,,,
11252,nyoko,"mzazi wa kike, aghalabu hutumika katika msemo",mama,,,Edit Word Delete Word Create a Question,,,,,,
11253,nyokoa,kata kwa vidole au meno sehemu ya kitu laini | kata sehemu ya mwili wa kiumbe kwa mfano mkono au mguu,nyofoa,,,Edit Word Delete Word Create a Question,,,,,,
11254,nyomvi,ndege kama kore lakini mnene zaidi mwenye rangi ya manjano na hujenga kiota chake kwenye miti karibu na makazi ya watu na aghalabu huishi kwa makundi,,,,Edit Word Delete Word Create a Question,,,,,,
11255,nyomvio,mdudu mdogo mweupe anayeishi katika mashavu ya samaki,,,,Edit Word Delete Word Create a Question,,,,,,
11256,nyonda,hali ya kupenda sana mtu aghalabu wa jinsia nyingine | mpenzi,"mapenzi, mahaba, laazizi, mahabubu, muhibu",,,Edit Word Delete Word Create a Question,,,,,,
11257,nyondenyonde,ugonjwa usiopona haraka,,,,Edit Word Delete Word Create a Question,,,,,,
11258,nyonga,kiungo cha mwili ambacho ndicho sehemu inayogawa kiuno na sehemu ya mapaja,,,,Edit Word Delete Word Create a Question,,,,,,
11259,nyonga,"toa uhai kwa kutumia kitanzi na kubana shingo | ua kwa kusokota shingo kwa kutumia mikono | popotoa na sokota kitu kwa mfano mkono, kamba, nguo","sombogoa, babadua, songoa, songonyoa","nyongana, nyongea, nyongeka, nyongesha, nyongwa",,Edit Word Delete Word Create a Question,,,,,,
11260,nyonge,-siokuwa na nguvu,"dhaifu, dhalili, goigoi",,,Edit Word Delete Word Create a Question,,,,,,
11261,nyongea,ugonjwa wa kuharisha ambao huwadhoofisha sana watoto,,,,Edit Word Delete Word Create a Question,,,,,,
11262,nyongea,"kuwa katika hali ya kujisikia dhalili, jikunyata kwa sababu ya hofu au kujisikia dhalili","jidhalilisha, jitweza, nyenyekea","nyongeka, nyongesha",,Edit Word Delete Word Create a Question,,,,,,
11263,nyongeza,kiasi kilichozidi kitu ambacho mtu anastahili kupata | kitu anachotoa mwuzaji kwa mnunuzi ambacho ni ziada ya kile alichonunua | pesa anayopea mfanyakazi kila mwaka unapoanza ikiwa ni ziada ya mshahara wake,,,,Edit Word Delete Word Create a Question,,,,,,
11264,nyongo,majimaji machungu yanayotengenezwa na ini kwa ajili ya kuyeyusha na kusaidia katika usagaji wa chakula tumboni,,,,Edit Word Delete Word Create a Question,,,,,,
11265,nyongo,maji ya bahari yaliyochotwa au kukusanywa katika sehemu fulani ili yakaushwe kwa nguvu za jua na chumvi ipatikane,,,,Edit Word Delete Word Create a Question,,,,,,
11266,nyongoa,nyosha kitu kilichopeteka au komboka,,"nyongoana, nyongoka, nyongolea, nyongolewa, nyongosha",,Edit Word Delete Word Create a Question,,,,,,
11267,nyong'onya,kuwa na maumivu ya mwili yatokanayo na uchovu,choka,"nyong'onyea, nyong'onyeka, nyong'onyesha",,Edit Word Delete Word Create a Question,,,,,,
11269,nyong'onyea,dhoofika kwa mwili kwa sababu ya kuchoka au kuumwa | kosa raha kutokana na kuwa na mawazo mengi,,"nyong'onyeka, nyong'onyesha",,Edit Word Delete Word Create a Question,,,,,,
11270,nyono,sauti ya kukwaruza atoayo mtu akiwa usingizini,mkoromo,,,Edit Word Delete Word Create a Question,,,,,,
11271,nyonya,"vuta kitu cha majimaji kwa kutumia mdomo, kama ndama au mtoto afanyavyo","fyonza, amwa","nyonyana, nyonyea, nyonyeka, nyonyesha, nyonywa",,Edit Word Delete Word Create a Question,,,,,,
11272,nyonya,"tegemea sana jasho la mwenzio bila kutia juhudi za binafsi, tia mrija",,"nyonyana, nyonyea, nyonyeka, nyonywa",,Edit Word Delete Word Create a Question,,,,,,
11273,nyonyesha,-pa mtoto chuchu anyonye,,"nyonyeshea, nyonyesheana, nyonyesheka, nyonyeshewa, nyonyeshwa",,Edit Word Delete Word Create a Question,,,,,,
11274,nyonyo,"kokwa au mbegu ya mbono ambayo hutoa mafuta ambayo ni dawa ya kulainisha viungo, tumbo na kadhalika","mbarika, mbono",,,Edit Word Delete Word Create a Question,,,,,,
11275,nyonyo,mdomo wa titi la mnyama | mpira wenye umbo la chuchu la binadamu na wenye mdomo ambao hutiwa maziwa na hutumiwa kuwatuliza na kuwabembeleza watoto wasilie,,,,Edit Word Delete Word Create a Question,,,,,,
11276,nyonyoa,"ondoa manyoya kwenye mwili wa kuku, sungura na kadhalika | ambia mtu maneno ya kuudhi",tukana,"nyonyoana, nyonyoka, nyonyolea, nyonyolesha, nyonyolewa",,Edit Word Delete Word Create a Question,,,,,,
11277,nyonyoka,toka manyoya au nywele,ng'oka,nyonyokea,,Edit Word Delete Word Create a Question,,,,,,
11278,nyonyora,iba kitu kidogo ambacho hakina thamani,dokoa,"nyonyorea, nyonyoreka, nyonyoresha, nyonyorwa",,Edit Word Delete Word Create a Question,,,,,,
11279,nyonyota,matone ya mvua,manyunyu,,,Edit Word Delete Word Create a Question,,,,,,
11280,nyonyota,"nyunyuka matone ya mvua, anguka matone ya mvua",,,,Edit Word Delete Word Create a Question,,,,,,
11281,nyoo!,neno la kubeza,,,,Edit Word Delete Word Create a Question,,,,,,
11282,nyooka,,,,,Edit Word Delete Word Create a Question,,,,,,
11283,nyoosha,fanya kuwa sawasawa,,,,Edit Word Delete Word Create a Question,,,,,,
11284,nyopoa,ondoa kitu mahali pake,nyofoa,,,Edit Word Delete Word Create a Question,,,,,,
11285,nyorora,"kuwa refu, refuka na kuwa legelege",,"nyororea, nyororeka, nyororesha",,Edit Word Delete Word Create a Question,,,,,,
11286,nyorora,teleza kama gundi au ute wa bamia,,"nyororea, nyororeka, nyororesha, nyororwa",,Edit Word Delete Word Create a Question,,,,,,
11287,nyororo,-siokuwa ngumu,laini,,,Edit Word Delete Word Create a Question,,,,,,
11288,nyosha,sababisha kitu kinyoke,tandaza,"nyoshana, nyoshea, nyosheka, nyoshwa",,Edit Word Delete Word Create a Question,,,,,,
11289,nyota,umbo lenye mwanga lililoko angani na lisilozunguka ambalo huzungukwa na baadhi ya sayari | bahati njema,,,,Edit Word Delete Word Create a Question,,,,,,
11290,nyota,hamu ya kutaka kunywa maji,kiu,,,Edit Word Delete Word Create a Question,,,,,,
11291,nyota,alama katika simu ya mkononi yenye vistarivistari vinavyofanya mduara ambayo hubofwa wakati wa kuongeza salio,,,,Edit Word Delete Word Create a Question,,,,,,
11292,nyotoa,ondoa sehemu ndogo ya kitu kwa kutumia ncha za vidole,nyofoa,"nyotoka, nyotolea, nyotolewa, nyotosha",,Edit Word Delete Word Create a Question,,,,,,
11293,nyowe,panzi apendaye kuishi ndani ya mmea wa mahindi kabla haujatoa shuke,,,,Edit Word Delete Word Create a Question,,,,,,
11294,nyuka,piga sana mtu mpaka kumwacha hoi,twanga,"nyukana, nyukia, nyukika, nyukisha, nyukwa",,Edit Word Delete Word Create a Question,,,,,,
11295,nyuki,"mdudu atengenezaye asali, mwenye mabawa manne, mwiba wa nyuki ulioko mdomoni mkali ambao huutumia kudungia maadui zake",,,,Edit Word Delete Word Create a Question,,,,,,
11296,nyuklia,kiini cha mbegu au seli | kiini cha atomi chenye chaji chanya yenye nguvu nyingi sana,,,,Edit Word Delete Word Create a Question,,,,,,
11297,nyukua,bana kwa kucha au ncha za vidole,"minya, bigija","nyukuana, nyukuka, nyukulia, nyukusha, nyukuliwa",,Edit Word Delete Word Create a Question,,,,,,
11298,nyuma,"sehemu iliyo kinyume cha mbele, sehemu ya mgongoni mwa kitu au umbo, sehemu ya mkiani ya kiumbe | wakati uliopita",,,,Edit Word Delete Word Create a Question,,,,,,
11299,nyuma,bila maendeleo: Mkoa wetu uko nyuma kimaendeleo. | upande usiokata wa kisu au panga,mafutu,,,Edit Word Delete Word Create a Question,,,,,,
11300,nyumba,jengo la kuishi watu,manzili,,,Edit Word Delete Word Create a Question,,,,,,
11301,nyumbandogo,mwanamke aliyewekwa kinyumba na mume wa mtu,hawara,,,Edit Word Delete Word Create a Question,,,,,,
11302,nyumbani,mahali anapoishi mtu,,,,Edit Word Delete Word Create a Question,,,,,,
11303,nyumbu,"mnyama wa jamii ya ng''ombe aishiye porini, mwenye miguu ya mbele mifupi na manyoya mengi shingoni | kizalia wa punda na farasi asiyezaa | iwezayo kurefushwa",,,,Edit Word Delete Word Create a Question,,,,,,
11304,nyumbua,vuta na refusha kitu,,"nyumbulia, nyumbuka, nyumbulisha, nyumbuliwa",,Edit Word Delete Word Create a Question,,,,,,
11305,nyumbulika,weza kuvutika na kuwa refu: Ugali wa muhogo unanyumbulika.,,,,Edit Word Delete Word Create a Question,,,,,,
11306,nyundo,kifaa cha ujenzi kitumikacho kupigilia au kung''olea misumari | mtu mfupi sana,mbilikimo,,,Edit Word Delete Word Create a Question,,,,,,
11307,nyungu,chombo cha udongo kama mtungi lakini kidogo na chenye mdomo mpana ambacho hutumika kupikia,chungu,,,Edit Word Delete Word Create a Question,,,,,,
11308,nyungu,njia maalumu ya kuhesabu siku katika mwezi wa Ramadhani: Nyungu mosi, Nyungu pili.,,,,Edit Word Delete Word Create a Question,,,,,
11309,nyungu,dawa ya kufukiza inayotengenezwa kwa kuchemsha mimea ya aina tofauti,,,,Edit Word Delete Word Create a Question,,,,,,
11310,nyungu ya jiwe,jiwe linalopashwa moto na kisha kumwagiwa maji na mvuke wake huwa tiba,,,,Edit Word Delete Word Create a Question,,,,,,
11311,nyungunyungu,mnyoo anayekaa katika maji na huwasha | mwasho wa miguuni na mara nyingi unatokana na kukanyaga maji ya mvua yaliyotuama kwenye vidimbwi,,,,Edit Word Delete Word Create a Question,,,,,,
11312,nyungwa,neno linalotumika kuvuta usikivu wa watu waliopo wakusikilize,"Enyi!, Nyinyi!",,,Edit Word Delete Word Create a Question,,,,,,
11313,nyuni,kiumbe mwenye manyoya na mbawa,ndege,,,Edit Word Delete Word Create a Question,,,,,,
11314,nyunya,"nyesha mvua ya rasharasha, anguka matone madogo madogo ya mvua","nyonyota, chochota","nyunyia, nyunyisha",,Edit Word Delete Word Create a Question,,,,,,
11315,nyunyiza,"mwaga kidogokidogo kwa mkono au brashi kitu cha majimaji au ungaunga kwa mfano maji, unga na kadhalika",,"nyunyizia, nyunyizika, nyunyizisha, nyunyizwa",,Edit Word Delete Word Create a Question,,,,,,
11316,nyunyizia,"mwagia kidogokidogo kitu cha majimaji au ungaunga kwa mfano maji, rangi, mchanga na kadhalika juu ya kitu kingine: Mkulima aliwanyunyizia dawa wadudu shambani mwake",,"nyunyiziana, nyunyizika, nyunyizwa",,Edit Word Delete Word Create a Question,,,,,,
11317,nyunyu,"kitone cha mvua, kitone kidogo",,,,Edit Word Delete Word Create a Question,,,,,,
11318,nyunyuzia,mwaga kidogokidogo kitu cha ungaunga au majimaji,,,,Edit Word Delete Word Create a Question,,,,,,
11319,nyuti,"kwa utaratibu, kwa makini","kinyerenyere, polepole",,,Edit Word Delete Word Create a Question,,,,,,
11320,nyuuka,vutika na kuwa refu,nyumbulika,"nyuukia, nyuukika",,Edit Word Delete Word Create a Question,,,,,,
11321,nyuzi,kipimo cha hesabu za maumbo chenye kuonyesha ukubwa wa pembe,digrii,,,Edit Word Delete Word Create a Question,,,,,,
11322,nyuzi,wingi wa uzi,,,,Edit Word Delete Word Create a Question,,,,,,
11323,nyuzijoto,kipimo cha joto kinachoonyeshwa kwenye kipimajoto,,,,Edit Word Delete Word Create a Question,,,,,,
11324,nywa,tia kitu cha majimaji kinywani na kukimeza,sharabu,"nywea, nyweka, nywesha, nywewa",,Edit Word Delete Word Create a Question,,,,,,
11325,nywea,"kauka na kunjamana kwa kukosa maji kama ilivyo kwa mimea inaponyauka | (kwa mtu) jikunja kwa hofu ya kushambuliwa | kosa kuwa na afya njema, ishiwa na afya","sinyaa, dhoofu, konda,jikunyata","nyweka, nywelea, nywesha",,Edit Word Delete Word Create a Question,,,,,,
11326,nywesha,"-pa mtu au mnyama maji, maziwa na kadhalika yaliyo ndani ya chombo kwa mfano glasi, chupa, kopo au kijiko ili anywe huku ukiwa umeshikilia chombo hicho",,"nyweshana, nyweshea, nywesheka, nyweshwa",,Edit Word Delete Word Create a Question,,,,,,
11327,nzaiko,dawa iliyo katika hali ya unga ambayo wachawi huwafanyia watu ili wapoteze akili na wasijitambue,,,,Edit Word Delete Word Create a Question,,,,,,
11328,nzao,dume la ng''ombe,fahali,,,Edit Word Delete Word Create a Question,,,,,,
11329,nzi,mdudu arukaye apatikanaye mahali penye uchafu na hueneza maradhi ya mlipuko kwa mfano kuhara,,,,Edit Word Delete Word Create a Question,,,,,,
11330,nzige,mdudu anayefanana na panzi lakini mkubwa zaidi mwenye uwezo wa kusafiri katika makundi na mwendo mrefu sana na huharibu mimea,,,,Edit Word Delete Word Create a Question,,,,,,
11331,nzio,mtungi wa udongo mkubwa wenye shingo ndefu na nyembamba | mtungi,,,,Edit Word Delete Word Create a Question,,,,,,
11332,nzumari,"ala ya muziki yenye mdomo mwembamba na mpana upande wa kutoa sauti, inayopigwa kwa kupuliza huku mpigaji akiziba na kuacha tundu zake",,,,Edit Word Delete Word Create a Question,,,,,,
11333,oa,"chukua mwanamke na ishi naye kama mke kisheria au kwa mujibu wa kanuni au sheria za jamii, funga ndoa | tupa ree kwa seti katika mchezo wa karata",,"oana, olea, oleka, olewa, oza",,Edit Word Delete Word Create a Question,,,,,,
11334,oama,ingia maji na kuwa chapachapa,"lowana, tota","oamia, oamika, oamisha",,Edit Word Delete Word Create a Question,,,,,,
11335,oana,funga ndoa baina ya mwanamke na mwanamume ili waishi pamoja kama mume na mke | -wa na mawazo yanayofanana | fanana kwa rangi: Rangi ya maazia inaoana na rangi ya kuta za nyumba.,,"oania, oanisha",,Edit Word Delete Word Create a Question,,,,,,
11336,oanisha,fanya vitu viwili au zaidi viwe na uhusiano,,"oanishika, oanishwa",,Edit Word Delete Word Create a Question,,,,,,
11337,oda,agizo kwa njia ya mdomo au maandishi kwa ajili ya kutaka huduma au bidhaa ya kununua: Nilitoa oda ya vitabu lakini havijaletwa.,,,,Edit Word Delete Word Create a Question,,,,,,
11338,ofisa,"mtu mwenye cheo na madaraka ya kiutawala katika idara, kampuni na kadhalika, mwanajeshi mwenye cheo jeshini",,,,Edit Word Delete Word Create a Question,,,,,,
11339,ofisi,chumba ambapo wafanyakazi hukaa na kuhudumia watu,,,,Edit Word Delete Word Create a Question,,,,,,
11340,ofwe!,tamko analotoa mtu wakati akipumzika baada ya kuchoka,,,,Edit Word Delete Word Create a Question,,,,,,
11341,oga,safisha mwili mzima kwa kutumia maji ili kuondoa uchafu,,"ogea, ogeka, ogesha, ogeshewa, ogeshwa",,Edit Word Delete Word Create a Question,,,,,,
11342,oga,"-enye kuogopa au kutishika kufanya jambo, -enye kuwa na hofu",,,,Edit Word Delete Word Create a Question,,,,,,
11343,ogelea,enda ndani ya maji kwa kuvuta maji nyuma kwa mikono huku miguu ikipiga mikambi bila kuzama,,"ogeleka, ogelesha",,Edit Word Delete Word Create a Question,,,,,,
11344,ogesha,"osha mwili wa mtu au mnyama kwa maji, safisha mwili wa mtu au mnyama kwa maji | amrisha mtu au mnyama aoshe mwili wake",,,,Edit Word Delete Word Create a Question,,,,,,
11345,ogofya,"tia woga, sababisha hofu",tisha,ogofyana,,Edit Word Delete Word Create a Question,,,,,,
11346,ogopa,"-wa na hofu, -wa na woga | tii wenye mamlaka kwa mfano Mungu, wazazi, walimu na kadhalika",chelea,"ogopana, ogopeka, ogopesha, ogopwa",,Edit Word Delete Word Create a Question,,,,,,
11347,ogopesha,"fanya mtu awe na hofu, tia woga",,"ogopeshana, ogopesheka, ogopeshwa",,Edit Word Delete Word Create a Question,,,,,,
11348,ohaa!,"tamko linalotumika kusemesha mtu aghalabu wa rika lako au aliye chini yako kiumri kwa lengo la kumwita, kumzindua au kumfanya ajenge usikivu kwako: Ohaa! Bwana Juma unakwenda wapi?",,,,Edit Word Delete Word Create a Question,,,,,,
11349,oili,mafuta ya kulainisha mashine au vyuma katika gari au yanayotumiwa kuondoa kutu ili chombo kiweze kufanya kazi vizuri | mafuta yoyote yasiyoyeyushwa na maji,,,,Edit Word Delete Word Create a Question,,,,,,
11350,oka,"choma nyama, keki, matofali na kadhalika kwenye tanuri",choma,"okea, okeka, okesha, okwa",,Edit Word Delete Word Create a Question,,,,,,
11351,okoa,"epusha na hatari, toa hatarini","nusuru, salimisha, ponya","okokea, okokeka",,Edit Word Delete Word Create a Question,,,,,,
11352,okoka,"nusurika kupatwa na jambo baya, epuka jambo kwa bahati | epuka hatari za kiroho, acha dhambi ili kujisalimisha kwa Mungu",okokea,,,Edit Word Delete Word Create a Question,,,,,,
11353,okota,twaa kitu kilicho chini au kilichoanguka kwa kukiinua | ona na twaa kitu ambacho kilikuwa kimepotea,,"okotea, okoteka, okotwa",,Edit Word Delete Word Create a Question,,,,,,
11354,okotea,kusanya vitu hapa na pale | ng''oa magugu shambani,sanya,,,Edit Word Delete Word Create a Question,,,,,,
11355,okoteza,fanya jambo usilojua vizuri,"bambanya, bahatisha, hakahaka, babia","okotezeka, okotezwa",,Edit Word Delete Word Create a Question,,,,,,
11356,oksijeni,hewa isiyo na rangi inayotumiwa kwa kupumua au kuunguza vitu na ambayo ni muhimu kwa mimea na viumbe wengine na ambayo ni asilimia ishirini ya angahewa,,,,Edit Word Delete Word Create a Question,,,,,,
11357,Oktoba,mwezi wa kumi katika kalenda ya mwaka,,,,Edit Word Delete Word Create a Question,,,,,,
11358,ola,tumia macho kutazama au kuona,"angalia, tazama, ona","olana, oleka, olesha",,Edit Word Delete Word Create a Question,,,,,,
11359,ola,omba msaada au msamaha,,,,Edit Word Delete Word Create a Question,,,,,,
11360,ole!,"tamko la kueleza majuto, mapigo na masikitiko",,,,Edit Word Delete Word Create a Question,,,,,,
11361,Olimpiki,mashindano ya kimataifa yaliyoanzishwa 1896 ambayo hufanyika kila baada ya miaka minne katika nchi tofauti na yanahusisha michezo mbalimbali,,,,Edit Word Delete Word Create a Question,,,,,,
11362,omba,taka msaada kutoka kwa mtu mwenye uwezo wa kufanya hivyo,,"ombana, ombea, ombeana, ombesha, ombewa, ombwa",,Edit Word Delete Word Create a Question,,,,,,
11363,ombaomba,mtu anayepitapita mitaani au njiani kuomba msaada kutoka kwa wapita njia ili kukimu mahitaji yake,,,,Edit Word Delete Word Create a Question,,,,,,
11364,ombe,"sehemu ya mwisho ya mwili wa jahazi, mashua au dau, ukingo wa jahazi",mleoleo,,,Edit Word Delete Word Create a Question,,,,,,
11365,ombea,"taka kitu kwa niaba ya mwingine, omba kwa niaba ya mtu",,"ombeana, ombewa",,Edit Word Delete Word Create a Question,,,,,,
11366,ombi,maelezo yanayotolewa kwa mtu ili kutaka msaada: Ombi lako limekubaliwa.,,,,Edit Word Delete Word Create a Question,,,,,,
11367,ombojea,kuwa teketeke kwa kuiva sana,,"ombojeka, ombojesha",,Edit Word Delete Word Create a Question,,,,,,
11368,ombolekeza,rudiarudia maneno kama mtu anapokula kiapo au kutambika,,"ombolekezea, ombolekezwa",,Edit Word Delete Word Create a Question,,,,,,
11369,omboleza,"lia na sema maneno au imba kwa majonzi kwa sababu ya kufiwa na jamaa wa karibu sana kwa mfano mzazi, mtoto, au ndugu",,ombolezea,,Edit Word Delete Word Create a Question,,,,,,
11370,ombwe,uwazi wa kitu au mahali ambapo hapana kitu | kizuizi cha duara kinachozuia wateka maji wasiingie kisimani,,,,Edit Word Delete Word Create a Question,,,,,,
11371,omega,herufi ya mwisho ya alfabeti ya Kigiriki | mwisho,,,,Edit Word Delete Word Create a Question,,,,,,
11372,omeka,pachika kitu kimoja juu ya kingine | jaza kitu katika chombo na kugandamiza,shindilia,"omekea, omekeka, omekwa",,Edit Word Delete Word Create a Question,,,,,,
11373,omo,sehemu ya mbele ya jahazi,"gubeti, kadamu",,,Edit Word Delete Word Create a Question,,,,,,
11374,omoa,"kwatua ardhi na kuponda bonge la udongo, megua udongo, momonyoa udongo na kufanya shimo",,"omolea, omoka, omosha",,Edit Word Delete Word Create a Question,,,,,,
11375,ona,tazama kitu kwa kutumia macho | pata fahamu ya kitu kupitia hisi za mwili,lola,"onea, oneka, onwa",,Edit Word Delete Word Create a Question,,,,,,
11376,onana,"tazamana na mtu mwingine, kutanisha macho na mwingine | kutana uso kwa uso na mwingine onania",,,,Edit Word Delete Word Create a Question,,,,,,
11377,ondo,kiungo cha mguu kinachounganisha paja na muundi | kiungo cha mwili kinachomwezesha kiumbe kutembea au kusimama,mguu,,,Edit Word Delete Word Create a Question,,,,,,
11378,ondoa,toa kitu kutoka mahali pamoja na weka pengine,sanzua,"ondoana, ondolewa, ondosha",,Edit Word Delete Word Create a Question,,,,,,
11379,ondoka,toka mahali pamoja na enda kwingine,,"ondokea, ondokeka",,Edit Word Delete Word Create a Question,,,,,,
11380,ondokana,achana na hali au kitu fulani,,,,Edit Word Delete Word Create a Question,,,,,,
11381,ondokea,pata ahueni baada ya ugonjwa | ongezeka kimo kama mtoto mdogo anavyokua | badilika tabia kwa mtoto mdogo,refuka,ondokeka,,Edit Word Delete Word Create a Question,,,,,,
11382,ondoleo,kitu kinachotolewa ili kufuta kilichopo,,,,Edit Word Delete Word Create a Question,,,,,,
11383,onea,tesa au dhulumu mtu aghalabu aliyekuwa na cheo cha chini | tazama mtu kwa hisia fulani,nyanyasa,"oneana, onewa",,Edit Word Delete Word Create a Question,,,,,,
11384,onekana,"kuwa dhahiri na isiyofichika, kuwa waziwazi | kuwa na dalili za jambo kutendeka",,,,Edit Word Delete Word Create a Question,,,,,,
11385,onelea,kuwa na maoni fulani ya kufanya jambo fulani,,oneleka,,Edit Word Delete Word Create a Question,,,,,,
11386,onevu,"inayodhalilisha, -enye kutesa, isiyothamini, -tesaji | -enye uwezo wa kuona mbali, -enye kuona",,,,Edit Word Delete Word Create a Question,,,,,,
11387,ongea,shiriki katika mazungumzo,"sema, zungumza",,,Edit Word Delete Word Create a Question,,,,,,
11388,ongea,pita kiasi,zidi,ongeza,,Edit Word Delete Word Create a Question,,,,,,
11389,ongeza,"tia zaidi, weka zaidi",zidisha,"ongezea, ongezeka, ongezwa",,Edit Word Delete Word Create a Question,,,,,,
11390,ongezea,"zidisha kitu, weka zaidi ya kiwango au hali fulani",zidishia,"ongezeana, ongezeka, ongezewa",,Edit Word Delete Word Create a Question,,,,,,
11391,ongezeka,zidi : Mavuno yaliongezeka baada ya mvua nyingi kunyesha.,"kua, kithiri",,,Edit Word Delete Word Create a Question,,,,,,
11392,ongezeko,kiasi kilichozidi : Ongezeko la joto limekuwa tatizo kubwa duniani.,ziada,,,Edit Word Delete Word Create a Question,,,,,,
11393,ongoa,fanya kuwa na tabia nzuri | rairai mtoto ili anyamaze na alale hasa kwa kumwimbia,bembeleza,,,Edit Word Delete Word Create a Question,,,,,,
11394,ongofu,"-enye uadilifu, -enye unyoofu, -lioongoka, -enye tabia nzuri, -enye mwenendo mzuri",,,,Edit Word Delete Word Create a Question,,,,,,
11395,ongoka,"kuwa mnyofu, kuwa na tabia njema",,,,Edit Word Delete Word Create a Question,,,,,,
11396,ongonga,"fanya mtu atake kutapika, sababisha kigegezi, sababisha kichefuchefu, chafua moyo",,"ongongea, ongongeka, ongongesha",,Edit Word Delete Word Create a Question,,,,,,
11397,ongopa,"sema mambo yasiyokuwa kweli, sema jambo la uongo","danganya, hadaa, vunga","ongopea, ongopeka, ongopesha",,Edit Word Delete Word Create a Question,,,,,,
11398,ongopea,"danganya mtu au watu, sema uongo kwa mtu",ghilibu,"ongopeka, ongopeana, ongopewa",,Edit Word Delete Word Create a Question,,,,,,
11399,ongoza,kuwa mbele ili kuonyesha mwelekeo fulani | simamia shughuli na onyesha jinsi ya kufanya,"tangulia, elekeza","ongozana, ongozea, ongozeka, ongozwa",,Edit Word Delete Word Create a Question,,,,,,
11400,ongozana,enda pamoja mkifuatana | shauriana pamoja namna ya kufanya jambo,"elekezana, andamana",ongozanisha,,Edit Word Delete Word Create a Question,,,,,,
11401,onja,tia kitu kidogo mdomoni ili kujua ladha yake,dhuku,"onjea, onjeka, onjesha, onjwa",,Edit Word Delete Word Create a Question,,,,,,
11402,onjesha,"-pa mtu kitu atie mdomoni ili ajue ladha yake, -pa mtu kitu aonje",,"onjeshana, onjeshea, onjesheka, onjeshwa",,Edit Word Delete Word Create a Question,,,,,,
11403,onya,ambia mtu asitende kitu kwa kumweleza athari zake,kataza,"onyana, onyea, onyeka, onywa",,Edit Word Delete Word Create a Question,,,,,,
11404,onyesha,fanya au sababisha kitu kionekane,,"onyeshana, onyeshea, onyesheka, onyeshwa",,Edit Word Delete Word Create a Question,,,,,,
11405,onyesho,"sehemu kamili katika mchezo wa kuigiza, kifungu kamili cha tamthilia",,,,Edit Word Delete Word Create a Question,,,,,,
11406,onyesho,mahali ambapo kitu huwekwa ili kionekane,,,,Edit Word Delete Word Create a Question,,,,,,
11407,onyo,maelezo ya kukataza mtu asifanye jambo fulani ambalo huenda likamdhuru,,,,Edit Word Delete Word Create a Question,,,,,,
11408,o-ote,bila kubagua au kuchagua,,,,Edit Word Delete Word Create a Question,,,,,,
11409,operesheni,upasuaji anaofanyiwa mgonjwa kama tiba | shughuli za dharura zinazofanywa kutatua tatizo la jamii kwa muda maalumu,,,,Edit Word Delete Word Create a Question,,,,,,
11410,opereta,mtu afanyaye kazi ya kupokea simu na kuunganisha simu za wateja | mtu anayeendesha mitambo au mashine,,,,Edit Word Delete Word Create a Question,,,,,,
11411,opoa,ondoa kitu kilicho majini | toa ugonjwa kwa kutumia dawa,agua,"opoka, oposha",,Edit Word Delete Word Create a Question,,,,,,
11412,orodha,"mpangilio wa vitu vilivyoandikwa kwa mfuatano, majina yaliyoandikwa kwa kufuatana",,,,Edit Word Delete Word Create a Question,,,,,,
11413,orodhesha,andika majina ya vitu au watu kwa mfuatano kuanzia namba moja hadi mwisho kwa mtawalia,,"orodheshea, orodhesheka, orodheshwa",,Edit Word Delete Word Create a Question,,,,,,
11414,ororo,"teketeke, -sio gumu | -siokuwa na kelele au vishindo, -enye ubaridi, upepo mwororo","laini, laini",,,Edit Word Delete Word Create a Question,,,,,,
11415,osha,safisha kitu kwa maji na aghalabu sabuni,,"oshana, oshea, osheka, oshwa",,Edit Word Delete Word Create a Question,,,,,,
11416,osimosisi,mchakato ulio katika seli za mimea au wanyama wa kusambaa taratibu kwa uowevu wenye mkusanyiko mkubwa wa molekuli za maji kwenda kwenye uowevu wenye mkusanyiko mdogo wa molekuli za maji kupitia seli hizo,,,,Edit Word Delete Word Create a Question,,,,,,
11417,ota,tokeza juu ya mwili au ardhi,chipuka,"otea, otesha",,Edit Word Delete Word Create a Question,,,,,,
11418,ota,"ona mambo au fanya vitendo mbalimbali ukiwa usingizini, kuwa na ndoto, ona njozi",,,,Edit Word Delete Word Create a Question,,,,,,
11419,ota,pindika kwa mbao mbichi inapokauka,pinda,"otea, oteka, otesha",,Edit Word Delete Word Create a Question,,,,,,
11420,ota,kaa kando ya moto au juani ili kupata joto hasa wakati wa baridi,,"otea, oteka, otesha, otewa, otwa",,Edit Word Delete Word Create a Question,,,,,,
